"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"VA032",1863-05-07,"http://search.proquest.com/docview/91764442","THE WASHINGTON NEWSPAPER ACCOUNTS.","Our latest advices from the battlefields on the south side of the Rappahannock are up to last night. Correspondents who were at Chancellorsville last night, state that Gen. HOOKER has captured over eight thousand prisoners, and a large number of guns and rebel standards. Among the guns captured are ten belonging to the famous Washington Battery, of Louisiana.",91764442,"Historical Newspapers",""," Copyright New York Times Company May 7, 1863"," 90118320 , 1523102 , 113715"," front_page",1863-05-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-07,"http://search.proquest.com/docview/91718377","FROM HOOKER'S ARMY.","",91718377,"Historical Newspapers",""," Copyright New York Times Company May 7, 1863"," 90118309 , 1523102 , 113715"," front_page",1863-05-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-06,"http://search.proquest.com/docview/91814299","FROM HOOKER'S ARMY.","",91814299,"Historical Newspapers",""," Copyright New York Times Company May 6, 1863"," 79955774 , 1456188 , 113715"," front_page",1863-05-06,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-06,"http://search.proquest.com/docview/91796557","THE FIGHTING AT FREDERICKSBURGH.","Yesterday was a proud day for the Union arms. The boasted heights of Fredericksburgh were stormed by our brave boys, and the Stars and Stripes now wave triumphantly over this Gibraltar of America.",91796557,"Historical Newspapers",""," Copyright New York Times Company May 6, 1863"," 79955775-1 , 1456188 , 113715"," front_page",1863-05-06,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-06,"http://search.proquest.com/docview/91767944","ACCOUNTS FROM THE WASHINGTON PAPERS.","In consequence of the reported dashing operations of Gen. STONEMEN on the line of railroad to Richmond, Gen. LEE could not ""ingloriously fly,"" but was compelled to ""come out from behind his defences"" and fight on HOOKER's ""own ground,"" selected near Chancellorsville, about ten miles southwest of Frederickburgh. The battle lasted most of the day on Saturday, and continued with great fierceness until two o'clock on Sunday morning, when hostilities ceased for two hours.",91767944,"Historical Newspapers"," From the Republican of Monday Evening.
From the Republican of Monday Evening."," Copyright New York Times Company May 6, 1863"," 79955778 , 1456188 , 113715"," front_page",1863-05-06,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-05,"http://search.proquest.com/docview/91801356","FROM THE ARMY OF THE POTOMAC","The military operations which have been in progress on the line of the Rappahannock for a week past, have to-day culminated in what, if not precisely a great battle, only escapes that designation because we all feel that greater, by far, remains behind.",91801356,"Historical Newspapers"," CHANCELLORSVILLE, VA., TEN MILES WEST BY SOUTH OF FREDERICKSBURGH, Saturday, Midnight, May 2, 1863.
CHANCELLORSVILLE, VA., TEN MILES WEST BY SOUTH OF FREDERICKSBURGH, Saturday, Midnight, May 2, 1863."," Copyright New York Times Company May 5, 1863"," 78701546-1 , 1446082 , 113715"," front_page",1863-05-05,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-05,"http://search.proquest.com/docview/91779731","DETAILS OF OPERATIONS BELOW.","We have abandoned the lower crossing, not because compelled to do so, but in accordance with the general plan. On doing so, a few moments since, a rebel straggler came down to take a look at the bridge, but was kept back at a respectful distance by show of our artillery.",91779731,"Historical Newspapers"," TWO MILES BELOW FREDERICKSBURGH, Saturday Morning, May 2, 1863.
TWO MILES BELOW FREDERICKSBURGH, Saturday Morning, May 2, 1863."," Copyright New York Times Company May 5, 1863"," 78701606 , 1446082 , 113715"," article",1863-05-05,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-05,"http://search.proquest.com/docview/91777531","THE GREAT BATTLE OF SUNDAY.","Another bloody day has been added to the calendar of this rebellion. Another terrible battle has been fought, and more fields crimsoned with human blood. Few more such days as this will find no armies left on either side to fight battles.",91777531,"Historical Newspapers"," HEADQUARTERS IN THE FIELD, NEAR CHANCELLORSVILLE, Va., Sunday, May 3, 1863 6 P.M.
HEADQUARTERS IN THE FIELD, NEAR CHANCELLORSVILLE, Va., Sunday, May 3, 1863 6 P.M."," Copyright New York Times Company May 5, 1863"," 78701604 , 1446082 , 113715"," article",1863-05-05,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-04,"http://search.proquest.com/docview/91741627","FROM THE ARMY OF THE POTOMAC.","The following statement is derived from gentlemen who left the Rappahannock on Saturday:",91741627,"Historical Newspapers",""," Copyright New York Times Company May 4, 1863"," 78701466 , 1446081 , 113715"," front_page",1863-05-04,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-04,"http://search.proquest.com/docview/91735714","OUR SPECIAL ARMY CORRESPONDENCE. Details of the Important Operations of Friday at Chancellorville.","Upon my return from United States Ford this morning the first news that greeted my ears was the death of that gallant and indomitable officer, Lieut.-Col. MoVicar, commanding the Sixth New-York Cavalry. It occurred last night, during a brilliant and daring reconnoissance toward Spottsylvania Court-house.",91735714,"Historical Newspapers",""," Copyright New York Times Company May 4, 1863"," 78701467 , 1446081 , 113715"," front_page",1863-05-04,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-04,"http://search.proquest.com/docview/91735365","Details of Operations Below Fredericksburgh.","The day has closed without firing on either side. The two lines of battle which the enemy showed last night were no longer visible to-day, the troops doubtless having been withdrawn to fight our forces in their rear. Their skirmish line has also been thinned out, and, to all appearances, the rebels have ""raked and scraped"" together all their forces to meet the rear attack.",91735365,"Historical Newspapers",""," Copyright New York Times Company May 4, 1863"," 78701468 , 1446081 , 113715"," front_page",1863-05-04,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-03,"http://search.proquest.com/docview/91804850","FROM THE ARMY OF THE POTOMAC","The following inspiring address is being read to to the various troops, amid tremendous cheering and other demonstrations of delight:",91804850,"Historical Newspapers"," From Our Special Correspondent.
From Our Special Correspondent."," Copyright New York Times Company May 3, 1863"," 78701365 , 1446080 , 113715"," front_page",1863-05-03,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-02,"http://search.proquest.com/docview/91768441","FROM WASHINGTON BY MAIL.","From the best attainable information from persons arriving from the Rappahannock, it appears that some important movements took place yesterday.",91768441,"Historical Newspapers",""," Copyright New York Times Company May 2, 1863"," 78701261 , 1446079 , 113715"," front_page",1863-05-02,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-02,"http://search.proquest.com/docview/91788362","Details of the Crossing Above Fredericksburgh.","The Rappahannock is again crossed by the Army of the Potomac, and this time without the shedding of a drop of blood, or the firing of a single gun.",91788362,"Historical Newspapers",""," Copyright New York Times Company May 2, 1863"," 78701263 , 1446079 , 113715"," front_page",1863-05-02,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-02,"http://search.proquest.com/docview/91765390","FROM GEN. HOOKER'S ARMY.","The Evening Bulletin publishes an extra with the following: We have no dispatches relating to the movements of our army beyond the Rappahannock, but are able to assure our readers that everything is going on favorable in Gen. HOOKER'S army.",91765390,"Historical Newspapers",""," Copyright New York Times Company May 2, 1863"," 78701260 , 1446079 , 113715"," front_page",1863-05-02,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA046",1864-05-10,"http://search.proquest.com/docview/91847348","""ON TO RICHMOND.""","",91847348,"Historical Newspapers",," Copyright New York Times Company May 10, 1864"," 80294704-1 , 1459054 , 113715"," front_page",1864-05-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA046",1864-05-09,"http://search.proquest.com/docview/91838172","GLORIOUS NEWS","We have no official reports from the front, but the Medical Director has notified the Surgeon-General that our wounded were being sent to Washington, and will number from six to eight thousand.",91838172,"Historical Newspapers",," Copyright New York Times Company May 9, 1864"," 80294601-1 , 1459052 , 113715"," front_page",1864-05-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA046",1864-05-09,"http://search.proquest.com/docview/91816153","Official Dispatch from Gen. Butler to Gen. Grant.","Lieut.-Gen. Grant, Commanding Armies of the United States, Washington, D.C.: We have seized Wilson's Wharf Landing. A brigade of WILD'S Colored troops are there. At Fort Powhatan Landing two regiments of the same brigade have landed. At City Point HINKS' Division, with the remaining troops and battery, have landed. The remainder of both the Eighteenth and Tenth Army Corps are being landed at Bermuda Hundreds, above the Appomattox.",91816153,"Historical Newspapers",," Copyright New York Times Company May 9, 1864"," 80294608-1 , 1459052 , 113715"," front_page",1864-05-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA046",1864-05-09,"http://search.proquest.com/docview/91818579","SPECIAL DISPATCHES TO THE N.Y. TIMES","The latest news from the army received here is up to seven o'clock yesterday evening, at which time GRANT fully maintained his position. The fighting on Thursday and Friday was very severe, with skirmishing only on Saturday. LEE'S first onset was made upon our left, but failing he then fell upon our centre and finally upon our right, where the hardest contest took place.",91818579,"Historical Newspapers",," Copyright New York Times Company May 9, 1864"," 80294603 , 1459052 , 113715"," front_page",1864-05-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1864,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
